account_id,loan_id,date,amount,duration,payments,status,order_id,bank_to,account_to,order_amount,order_k_symbol,trans_id,transaction_date,operation,transaction_amount,balance,transaction_k_symbol,bank,account,account_date,account_district_id,frequency,disp_id,disposition_client_id,disposition_type,card_id,card_disposition_id,card_type,card_issued,client_birth_number,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Transaction_Type,Type_of_loan,Payment_type,Balance_type
10738,7192,941221,115992,36,3222,A,45365,CD,41088736,8042," ",3235270,930628,VKLAD,43602,61725.8,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Mid Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,542080,930629,VYBER,11300,39104.5,,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,WITHDRAWL,Mid_loan_taker,"Low Payment","Low Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,542080,930629,VYBER,11300,39104.5,,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,WITHDRAWL,Mid_loan_taker,"Low Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602594,930629,VYBER,6700,43325.5,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602594,930629,VYBER,6700,43325.5,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602594,930629,VYBER,6700,43325.5,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602594,930629,VYBER,6700,43325.5,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,3591354,930630,,201.3,39305.8,UROK,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,3591354,930630,,201.3,39305.8,UROK,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
5891,6202,940418,65184,12,5432,A,38118,EF,95617645,5432.3,UVER,3673344,930630,,234.4,41144.7,UROK,,,930125,54,"POPLATEK MESICNE",7127,7127,OWNER,874,7127,gold,"971007 00:00:00",570929,3,Beroun,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,CREDIT,Low_loan_taker,"High Payment","Low Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2350012,930630,VYBER,14.6,42340.6,SLUZBY,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Low Balance"
5891,6202,940418,65184,12,5432,A,38118,EF,95617645,5432.3,UVER,1736884,930630,VYBER,14.6,41130.1,SLUZBY,,,930125,54,"POPLATEK MESICNE",7127,7127,OWNER,874,7127,gold,"971007 00:00:00",570929,3,Beroun,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3517607,930630,,272.3,79058.7,UROK,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,3509734,930630,,153.9,42941.7,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,3509734,930630,,153.9,42941.7,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",3509734,930630,,153.9,42941.7,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,542010,930630,VYBER,14.6,39291.2,SLUZBY,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,WITHDRAWL,Mid_loan_taker,"Low Payment","Low Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,542010,930630,VYBER,14.6,39291.2,SLUZBY,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,WITHDRAWL,Mid_loan_taker,"Low Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657579,930630,VYBER,14.6,92927.2,SLUZBY,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657579,930630,VYBER,14.6,92927.2,SLUZBY,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657579,930630,VYBER,14.6,92927.2,SLUZBY,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33915,AB,71189987,6907.5,UVER,3631314,930630,,235,73803,UROK,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33916,AB,72762232,9716,SIPO,3631314,930630,,235,73803,UROK,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33917,AB,62503671,119," ",3631314,930630,,235,73803,UROK,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33918,CD,93120836,41,POJISTNE,3631314,930630,,235,73803,UROK,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
8260,6686,940825,224604,36,6239,A,41652,QR,25747537,6239.2,UVER,3498213,930630,,202.5,60197.1,UROK,,,930324,31,"POPLATEK MESICNE",9890,10198,OWNER,1040,9890,junior,"950528 00:00:00",760524,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,High_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602948,930630,VYBER,14.6,43554.1,SLUZBY,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602948,930630,VYBER,14.6,43554.1,SLUZBY,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602948,930630,VYBER,14.6,43554.1,SLUZBY,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602948,930630,VYBER,14.6,43554.1,SLUZBY,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
790,5126,940724,208128,48,4336,B,30555,MN,86892044,4335.8,UVER,3445872,930630,,59.2,42658.2,UROK,,,930511,54,"POPLATEK MESICNE",946,946,OWNER,159,946,classic,"950501 00:00:00",510806,54,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,CREDIT,High_loan_taker,"Mid Payament","Low Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3039783,930630,VYBER,14.6,79044.1,SLUZBY,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,WITHDRAWL,Mid_loan_taker,"Low Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,3671898,930630,,270.1,92941.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,3671898,930630,,270.1,92941.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",3671898,930630,,270.1,92941.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,3670838,930630,,243.2,43568.7,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,3670838,930630,,243.2,43568.7,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",3670838,930630,,243.2,43568.7,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,3670838,930630,,243.2,43568.7,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,3492044,930630,,215.7,42355.2,UROK,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,3479721,930630,,179.4,43121.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,3479721,930630,,179.4,43121.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",3479721,930630,,179.4,43121.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
10738,7192,941221,115992,36,3222,A,45363,UV,56781524,3221.5,UVER,3524004,930630,,54.9,61780.8,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Mid Balance"
10738,7192,941221,115992,36,3222,A,45364,CD,73939931,186,SIPO,3524004,930630,,54.9,61780.8,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Mid Balance"
10738,7192,941221,115992,36,3222,A,45365,CD,41088736,8042," ",3524004,930630,,54.9,61780.8,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45776,YZ,91721045,4579,UVER,3526807,930630,,254.8,60847.9,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45777,CD,27690512,756,SIPO,3526807,930630,,254.8,60847.9,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45778,IJ,43103534,9499," ",3526807,930630,,254.8,60847.9,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
5215,6064,940804,14628,12,1219,A,37087,KL,58698618,2,SIPO,1530983,930701,VKLAD,200,200,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37088,QR,81640040,5315," ",1530983,930701,VKLAD,200,200,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37089,KL,3664792,372,POJISTNE,1530983,930701,VKLAD,200,200,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37090,QR,71636765,870," ",1530983,930701,VKLAD,200,200,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37091,KL,79302054,1219,UVER,1530983,930701,VKLAD,200,200,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657180,930702,VKLAD,31304,124231.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657180,930702,VKLAD,31304,124231.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657180,930702,VKLAD,31304,124231.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657651,930702,VYBER,15700,108531.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657651,930702,VYBER,15700,108531.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657651,930702,VYBER,15700,108531.2,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","High Balance"
4448,5887,941003,192744,36,5354,A,35932,WX,57328462,5353.5,UVER,1302627,930702,VKLAD,10900,11600,,,,930602,60,"POPLATEK MESICNE",5366,5366,OWNER,781,5366,classic,"970707 00:00:00",715920,60,Prostejov,"south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3039490,930703,VKLAD,19540,98584.1,,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,2798256,930704,VYBER,7400,35721.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,2798256,930704,VYBER,7400,35721.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",2798256,930704,VYBER,7400,35721.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
8173,6678,940520,80340,12,6695,A,41538,MN,9593391,6695,UVER,2477169,930705,VKLAD,1100,1100,,,,930705,11,"POPLATEK MESICNE",9787,10095,OWNER,1038,9787,junior,"950330 00:00:00",765206,1,"Hl.m. Praha",Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,CREDIT,Low_loan_taker,"High Payment","Low Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3039851,930705,VYBER,39200,59384.1,,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,WITHDRAWL,Mid_loan_taker,"Low Payment","Mid Balance"
790,5126,940724,208128,48,4336,B,30555,MN,86892044,4335.8,UVER,232070,930706,VKLAD,5459,48117.2,,,,930511,54,"POPLATEK MESICNE",946,946,OWNER,159,946,classic,"950501 00:00:00",510806,54,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,CREDIT,High_loan_taker,"Mid Payament","Low Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2349888,930707,VYBER,4109,38231.6,,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"NOT SURE",Low_loan_taker,"Low Payment","Low Balance"
3050,5595,940902,82896,12,6908,A,33915,AB,71189987,6907.5,UVER,895069,930707,VYBER,22600,51203,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33916,AB,72762232,9716,SIPO,895069,930707,VYBER,22600,51203,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
